id,doc_id,article_number,lang,text,keyword_label,top_scores,label,truncated
11,BO_7470_Fr,PREMIER,fr,"Est approuvé le retrait de la
circulation des billets de banque suivants dont le cours légal
et le pouvoir libératoire cesseront à partir du 1er janvier 2026 :
– Au centre  : Effigie de Sa Majesté Le Roi Mohammed VI
avec de part et d'autre les inscriptions suivantes en
lettres arabes et Tifinagh :
– les billets de banque de 10, 50, 100 et 200 dirhams
« ⵜⴰⴳⵍⴷⵉⵜ ⵏ ⵍⵎⵖⵔⵉⴱ-» اململكة املغربية
mis en circulation en vertu du décret n° 2-87-368 du
28 ramadan 1407 (27 mai 1987) ;
– En bas  : l'inscription « »محمد السادسentourée des
– les billets de banque de 10 dirhams mis en circulation
en vertu du décret 2-90-876 du 8 joumada I 1411
(27 novembre 1990) ;
millésimes  : 2025-1447
– les billets de banque de 20 dirhams mis en circulation en
2 – Les informations relatives aux espaces, objets de
l'AMI, en particulier leurs coordonnées géographiques et les
espèces à élever, cultiver ou conserver dans ces espaces ;
vertu du décret 2-96-473 du 23 safar 1417 (10 juillet 1996).",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
12,BO_7470_Fr,2,fr,"L'échange des billets de banque retirés
se poursuivra, librement et sans limitation, après la date
susmentionnée auprès des guichets des établissements
bancaires et de Bank Al-Maghrib jusqu'au 31 décembre 2030.
3 – Les règles générales de participation à l'AMI ;
4 –La liste des documents constituant le dossier
administratif et technique déposé à l'appui de la demande de
participation à l'AMI ;",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
13,BO_7470_Fr,3,fr,"La ministre de l'économie et des finances est
chargée de l'exécution du présent décret qui sera publié au
Bulletin officiel.
5 – Le lieu et la date limite de dépôt des demandes de
participation à l'AMI ;
Fait à Rabat, le 2 rejeb 1447 (23 décembre 2025).
6 – Les critères d'évaluation, de sélection et de classement
des candidatures ;
AZIZ AKHANNOUCH.
Pour contreseing :
La ministre de l'économie
7 – Le formulaire de demande de participation à l'AMI ;
et des finances,
NADIA FETTAH.
8 – La date maximale de proclamation des résultats de
l'AMI sur le site web de l'Agence.",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
14,BO_7470_Fr,3,fr,"La demande de participation à l'AMI, établie
sur le formulaire prévu au 7) de l'article 2 ci-dessus, est
déposée, contre récépissé, auprès du service compétent de
l'Agence, y compris par voie électronique.
Décret n° 2-24-830 du 1er rejeb 1447 (22 décembre
2025) relatif aux fermes aquacoles
La demande doit être accompagnée d'un dossier
contenant les documents dont la liste est fixée par arrêté de
l'autorité gouvernementale chargée de la pêche maritime
permettant de choisir les attributaires selon les critères fixées
à l'article 23 de la loi précitée n°84-21.
LE CHEF DU GOUVERNEMENT,
Vu la loi n° 84-21 relative à l'aquaculture marine,
promulguée par le dahir n°1-22-81 du 18 joumada I 1444
(13 décembre 2022) ;
Vu la loi n°52-09 portant création de l'Agence nationale
pour le développement de l'aquaculture, promulguée par le
dahir n° 1-10-201 du 14 rabii I 1432 (18 février 2011), telle que
modifiée et complétée, notamment ses articles 2,3 et 3 bis ;",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
15,BO_7470_Fr,4,fr,"Dans un délai maximum de quinze (15) jours
ouvrables à compter de la date limite prévue au 5) de l'article
2 ci-dessus, les demandes accompagnées des dossiers y relatifs
sont soumises à l'avis d'un comité technique dont les membres
sont désignés et les modalités de fonctionnement sont fixées
par décision de l'autorité gouvernementale chargée de la pêche
maritime.
Vu la loi n°48-95 portant création de l'institut national
de recherche halieutique, promulguée par le dahir n° 1-96-98
du 12 rabii I 1417 (29 juillet 1996) ;
Après avis de l'Agence nationale pour le développement
de l'aquaculture ;
Le comité technique compte, au moins, un représentant
de l'autorité gouvernementale chargée de la pêche maritime,
un représentant de l'Agence et un représentant de l'institut
national de recherche halieutique (INRH).
Après avis du Conseil national de l'aquaculture marine,
réuni le 28 rabii I 1446 (2 octobre 2024) ;
Après délibération en Conseil du gouvernement, réuni
le 28 joumada I 1447 (20 novembre 2025),
Le président dudit comité technique peut inviter à
assister, à titre consultatif, aux réunions du comité, toute
personne dont la participation lui paraît utile.
DÉCRÈTE :
Ledit comité technique procède à l'évaluation des
dossiers déposés, conformément aux critères de choix prévus
à l'article 23 de la loi précitée n°84-21 et établit un classement
aux fins d'établir la liste des attributaires.
Chapitre premier
De l'appel à manifestation d'intérêt (AMI)",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
16,BO_7470_Fr,PREMIER,fr,"L'appel à manifestation d'intérêt
(AMI) prévu à l'article 23 de la loi susvisée n°84-21 est préparé
et lancé par l'Agence nationale pour le développement de
l'aquaculture, désignée ci-après l'Agence, sur décision de
l'autorité gouvernementale chargée de la pêche maritime.",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
17,BO_7470_Fr,5,fr,"La liste des attributaires et une liste d'attente,
le cas échéant, sont approuvées par décision de l'autorité
gouvernementale chargée de la pêche maritime.",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
18,BO_7470_Fr,2,fr,"L'AMI contient les éléments suivants :
Les attributaires sont informés par l'Agence des résultats
de l'AMI par tout moyen faisant preuve de la réception, y
compris par voie électronique, dans un délai maximum de dix
(10) jours ouvrables, à compter de la date de proclamation des
résultats dudit appel sur le site de l'Agence.
1 – Les références relatives à la loi précitée n°84-21,
au présent décret et au décret portant approbation du plan
aquacole couvrant la zone concernée par l'AMI, s'il existe,
ainsi que toutes autres références règlementaires utiles ;
Chapitre II
L'administration de la défense nationale et les autres
administrations et collectivités territoriales visées ci-dessus
disposent d'un délai maximum de quinze (15) jours, à compter
de la date de leur saisine, pour rendre leurs avis.
Des autorisations de fermes aquacoles",Administratif,"Administratif=1, Fiscal=0, Social=0",Administratif,False
19,BO_7470_Fr,6,fr,"La demande d'autorisation de ferme aquacole
et le dossier l'accompagnant prévus à l'article 26 de la loi
précitée n° 84-21, sont déposés, y compris par voie électronique,
auprès du service compétent de l'Agence, contre récépissé.",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
20,BO_7470_Fr,8,fr,"La demande d'autorisation de ferme aquacole
est rejetée dans les cas suivants :
1. non faisabilité du projet, objet de la demande ;
Ladite demande est établie selon le modèle disponible
auprès des services de l'Agence et sur son site web.
2. avis défavorable de l'INRH et/ou de l'Administration
de la défense nationale ;
La liste des documents constituant le dossier
accompagnant la demande est fixée par arrêté de l'autorité
gouvernementale chargée de la pêche maritime.
3. non production des documents exigés, suite à l'accord
de principe, avant l'expiration de sa durée de validité.
Le rejet motivé de la demande d'autorisation est notifié
par l'Agence au demandeur par tout moyen faisant preuve de la
réception, y compris par voie électronique, dans l'un des deux
délais prévus au 3) ou au 5) de l'article 7 ci-dessus, selon le cas.",Administratif,"Administratif=1, Fiscal=0, Social=0",Administratif,False
21,BO_7470_Fr,7,fr,"Pour l'instruction du dossier de la demande
d'autorisation de ferme aquacole, il est procédé comme suit :
1) le service compétent de l'Agence s'assure de la
faisabilité du projet, objet de la demande, conformément aux
dispositions de l'article 26 de la loi précitée n° 84-21 ;",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
22,BO_7470_Fr,9,fr,"L'autorisation de ferme aquacole est établie
selon le modèle fixé par arrêté de l'autorité gouvernementale
chargée de la pêche maritime et publiée au «Bulletin officiel»,
conformément aux dispositions de l'article 29 de la loi précitée
n°84-21.
2) si la faisabilité du projet est acceptée, le dossier de la
demande est soumis à l'avis :
a) de l'INRH qui dispose d'un délai maximum de quinze
(15) jours pour donner son avis. Toutefois, dans le cas où une
étude est nécessaire, ce délai est suspendu jusqu'à la remise
du rapport final de l'étude ;",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
23,BO_7470_Fr,10,fr,"Pour l'application des dispositions de l'article 36
de la loi précitée n° 84-21, la demande de prorogation du délai
de démarrage des travaux d'installation de la ferme aquacole
est établie selon le modèle disponible auprès des services de
l'Agence et sur son site web. Cette demande est déposée, y
compris par voie électronique, par le titulaire de l'autorisation
de la ferme aquacole concernée, auprès du service compétent
de l'Agence, contre récépissé.
b) de l'administration de la défense nationale lorsqu'il
est prévu d'implanter la ferme aquacole, objet de la demande,
totalement ou partiellement en mer ;
c) toute autre administration ou collectivité territoriale
concernée, compte tenu de la nature du projet ;
Cette demande, accompagnée, conformément aux
dispositions dudit article 36, de tout document justifiant le
motif de la prorogation demandée, doit être déposée six (6)
mois, au moins, avant l'expiration de la 3ème année de validité
de l'autorisation, sous peine de refus.
3) en cas d'avis favorable de l'INRH, un accord de
principe est délivré par l'Agence au demandeur, dans un
délai maximum de soixante (60) jours, à compter de la date
de dépôt de la demande, sous réserve de la suspension du
délai prévu au a) du 2) ci-dessus. Cet accord de principe
est délivré au demandeur pour lui permettre d'obtenir la
décision d'acceptabilité environnementale et/ou l'autorisation
d'occupation temporaire du domaine public, le cas échéant.
L'accord de principe a une durée de validité de deux (2) ans à
En cas d'acceptation, la décision de prorogation, établie
par l'autorité gouvernementale chargée de la pêche maritime,
est adressée par l'Agence, au demandeur, par tout moyen
faisant preuve de la réception, y compris par voie électronique,
dans un délai maximum de trente (30) jours à compter de la
date de réception de ladite demande.
compter de la date de sa délivrance ;
4) suite à la réception des documents visés au 3) ci-
dessus, le dossier de la demande, accompagné d'une note
établie par l'Agence, sont adressés par celle-ci à l'autorité
gouvernementale chargée de la pêche maritime, aux fins de
l'établissement de l'autorisation ;
Tout refus de prorogation doit être motivé et notifié par
l'Agence au demandeur, dans le délai sus indiqué.",Administratif,"Administratif=4, Pénal=1, Fiscal=0",Administratif,False
24,BO_7470_Fr,11,fr,"La demande de modification de l'autorisation
de ferme aquacole prévue à l'article 31 de la loi précitée n°84-21
est déposée, par le titulaire de l'autorisation concernée, contre
récépissé, auprès du service compétent de l'Agence, y compris
par voie électronique.
5) l'autorisation est transmise par l'Agence au demandeur
par tout moyen faisant preuve de la réception, y compris par
voie électronique, dans un délai maximum de trente (30) jours,
à compter de la date de production du dernier document visé
au 3) ci-dessus.
Ladite demande, établie selon le modèle disponible
auprès des services de l'Agence et sur son site web, est
accompagnée, conformément aux dispositions dudit article 31,
d'un dossier comprenant les documents dont la liste est fixée
par arrêté de l'autorité gouvernementale chargée de la pêche
maritime.
Les demandes d'autorisations de fermes aquacoles
déposées dans le cadre d'un AMI ne sont pas soumises, pour
leur instruction, aux formalités prévues au 1) et au a) du 2)
du présent article.",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
25,BO_7470_Fr,12,fr,"Pour l'instruction du dossier de la demande
de modification, il est procédé comme suit :
3. non production des documents exigés, suite à l'accord
de principe, avant l'expiration de sa durée de validité.
1) L'Agence s'assure de la faisabilité du projet de
modification, objet de la demande ;
Le refus motivé de modification est notifié au demandeur
par tout moyen faisant preuve de la réception, y compris par
voie électronique, dans le même délai que celui prévu pour
délivrer la décision de modification.
2) Si la faisabilité du projet de modification est acceptée,
l'Agence soumet le dossier de la demande à l'avis :",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
26,BO_7470_Fr,14,fr,"La demande de renouvellement de
l'autorisation de ferme aquacole prévue à l'article 33 de la loi
précitée n° 84-21 est établie selon le modèle disponible auprès
des services de l'Agence et sur son site web.
a) de l'INRH, si nécessaire, qui dispose d'un délai
maximum de quinze (15) jours pour donner son avis. Toutefois,
dans le cas où une étude est nécessaire, ce délai est suspendu
jusqu'à la remise du rapport final de l'étude ;
Cette demande est déposée et instruite selon les mêmes
modalités que celles prévues aux articles 6 et 7 ci-dessus.
b) de l'Administration de la défense nationale lorsque
la modification demandée concerne les coordonnées
géographiques d'une ferme aquacole implantée totalement
ou partiellement en mer ;
En cas d'acceptation de renouvellement de l'autorisation
de ferme aquacole, une décision de renouvellement est délivrée
au demandeur selon les mêmes modalités que celles prévues
à l'article 7 ci-dessus.
c) toute autre administration ou collectivité territoriale
concernée, compte tenu de la nature de la modification
demandée.
La décision de renouvellement de l'autorisation est
publiée au « Bulletin officiel ».
3) en cas d'avis favorable de l'INRH, un accord de
principe est délivré, si nécessaire, par l'Agence au demandeur,
selon les modalités prévues à l'article 7 ci-dessus ;
Tout refus de renouvellement de l'autorisation doit
être motivé et notifié au demandeur par tout moyen faisant
preuve de la réception, y compris par voie électronique, dans
le même délai que celui fixé pour l'octroi de la décision de
renouvellement.
4) le dossier complet de la demande, accompagné d'une
note établie par l'Agence sont adressés par celle-ci à l'autorité
gouvernementale chargée de la pêche maritime, aux fins de
l'établissement de la décision de modification de l'autorisation ;",Administratif,"Administratif=4, Fiscal=0, Social=0",Administratif,False
27,BO_7470_Fr,15,fr,"En application des dispositions de l'article 34
de la loi précitée n°84-21, le contrôle des fermes aquacoles est
effectué par les agents habilités par l'autorité gouvernementale
chargée de la pêche maritime, visés à l'article 78 de ladite loi
n° 84-21.
5) la décision de modification est transmise par l'Agence
au demandeur par tout moyen faisant preuve de la réception,
y compris par voie électronique, dans un délai maximum de :
– soixante (60) jours, à compter de la date de dépôt de la
demande, dans les cas ne nécessitant pas un accord de
principe, sous réserve de la suspension du délai prévu
au a) du 2) ci-dessus, le cas échéant ;
Les visites de contrôle des fermes aquacoles, prévues
audit article 34, sont effectuées par les agents précités, à
l'initiative de l'autorité gouvernementale chargée de la pêche
maritime ou suite à un rapport faisant état de non-conformités
ou insuffisances qui lui est transmis par :
– trente (30) jours, à compter de la date de production du
dernier document visé au 3) de l'article 7 ci-dessus, dans
les cas nécessitant l'accord de principe ;
– l'Agence, suite à une visite de suivi effectuée dans le
cadre de sa mission de suivi de l'activité de l'aquaculture
marine, conformément aux dispositions de la loi
susvisée n° 52-09, ou par ;
6) la décision de modification est publiée au
«Bulletin officiel».
La consultation de l'INRH visée au a) du 2) ci-dessus
est obligatoire lorsque la demande de modification concerne
les coordonnées géographiques de la ferme aquacole, ou
les espèces cultivées, élevées et/ou conservées ainsi que les
techniques d'élevage, de culture ou de conservation desdites
espèces.
– l'INRH, suite à une visite de surveillance effectuée
dans le cadre de ses missions de surveillance de la
salubrité des produits de l'aquaculture dans leur milieu,
conformément aux dispositions de l'article 2 de la loi
susvisée n°48-95.",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
28,BO_7470_Fr,16,fr,"Le titulaire de l'autorisation de ferme aquacole
suspendue, conformément aux dispositions de l'article 34 de la
loi précitée n°84-21, qui estime avoir remédié, avant l'expiration
de la durée du délai fixé dans la décision de suspension, aux
non conformités ou insuffisances ayant entrainés celle-ci, peut
demander la levée de la suspension de l'autorisation.
L'administration de la défense nationale et les autres
administrations et collectivités territoriales visées ci-dessus
disposent d'un délai maximum de quinze (15) jours, à compter
de la date de leur saisine, pour rendre leurs avis.",Administratif,"Administratif=1, Fiscal=0, Social=0",Administratif,False
29,BO_7470_Fr,13,fr,"La modification de l'autorisation de ferme
aquacole est refusée dans les cas suivants :
Dans ce cas, une visite de la ferme aquacole concernée
est effectuée dans un délai ne dépassant pas dix (10) jours
ouvrables, à compter de la date de réception de ladite demande.
Un rapport de la visite est établi par le ou les agents l'ayant
1. non faisabilité du projet de modification, objet de la
demande ;
2. avis défavorable de l'INRH et/ou de l'Administration
de la défense nationale ;
effectuée.
Chapitre III
Au vu de ce rapport, la suspension de l'autorisation de
ferme aquacole peut être levée par l'autorité gouvernementale
chargée de la pêche maritime, s'il est constaté qu'il a été remédié
aux non-conformités ou insuffisances constatées. Dans le cas
contraire, la suspension de l'autorisation est maintenue.
Exploitation de la ferme aquacole
Section première. – Zone de protection de La ferme aquacole",Administratif,"Administratif=1, Environnement=1, Fiscal=0",Administratif,False
30,BO_7470_Fr,20,fr,"En application des dispositions de l'article 42
de la loi précitée n°84-21, la largeur de la zone de protection
autour d'une ferme aquacole est fixée dans l'autorisation de
la ferme aquacole. Cette largeur ne peut être inférieure à 10
mètres ni supérieure à 200 mètres autour des limites maritimes
de la ferme aquacole.
La levée de la suspension de l'autorisation ou le maintien
de celle-ci est notifié à l'intéressé par tout moyen faisant preuve
de la réception, y compris par voie électronique, dans un délai
ne dépassant pas dix (10) jours ouvrables à compter de la date
de la visite susmentionnée.",Environnement,"Environnement=1, Fiscal=0, Social=0",Environnement,False
31,BO_7470_Fr,17,fr,"Il est mis fin à la suspension de l'autorisation
de la ferme aquacole, si, à l'expiration du délai fixé dans la
décision de suspension, il est constaté, au vu du rapport établi
suite à une nouvelle visite de ladite ferme aquacole, qu'il a
été remédié aux non-conformités ou insuffisances constatées.",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Indéterminé,False
