id,doc_id,article_number,lang,text,keyword_label,top_scores,label,truncated,note_revision
149,BO_7454_Fr,12,fr,"L'autorité gouvernementale chargée de la
transition numérique et de la réforme de l'administration
examine les dossiers de demandes de versement des montant
de l'appui présentés par le secteur privé, les associations, les
coopératives, les établissements et instituts de formation, et
s'assure, le cas échéant, de la réalisation des opérations et des
projets y afférents.
–  un représentant de l'Institut Royal de la Culture
Amazighe, lorsqu'il s'agit de l'examen des projets ou
opérations se rapportant à l'utilisation de la langue
amazighe.
Après l'examen desdits dossiers des demandes de
versement, les acteurs bénéficiaires précités sont informés sur
leur compte de la plateforme électronique du fonds :
Le secrétariat du comité est assuré par le ministère chargé
de la transition numérique et de la réforme de l'administration.
Nº 7454 – 14 joumada I 1447 (6-11-2025)",Administratif,"Administratif=2, Environnement=1, Fiscal=0",Administratif,False,
150,BO_7454_Fr,15,fr,"Le président du comité peut se faire assister
par des représentants de certaines administrations ou certains
organismes concernés, ou par un expert ou des experts dans les
domaines et axes d'appui du fonds pour faire part aux travaux
de ce comité, chaque fois que nécessaire.",Environnement,"Environnement=3, Administratif=1, Fiscal=0",Administratif,False,
151,BO_7454_Fr,21,fr,"L'autorité gouvernementale chargée de la
transition numérique et de la réforme de l'administration
établit un rapport général annuel sur la base des rapports
visés aux articles 18 et 19 ci-dessus et le présente au Chef du
gouvernement.",Administratif,"Administratif=1, Fiscal=0, Social=0",Administratif,False,
152,BO_7454_Fr,16,fr,"Le comité se réunit au moins deux fois par an
et chaque fois que nécessaire sur convocation de son président,
pour examiner les projets et opérations déposés par les acteurs
concernés pour bénéficier de l'appui du fonds.
Chapitre V
Dispositions diverses et finales",Environnement,"Environnement=1, Fiscal=0, Social=0",Administratif,False,
153,BO_7454_Fr,22,fr,"En application des dispositions de l'article
(18-II-6) de la loi de finances n° 50-22 précitée pour l'année
budgétaire 2023, les formes du versement des montants et
l'octroi de l'appui sont fixés dans la convention conclue entre
le prestataire public ou privé et l'autorité gouvernementale
chargée de la transition numérique et de la réforme de
l'administration et l'autorité gouvernementale chargée des
finances.
Les dossiers de demande visés à l'article 5 ci-dessus sont
examinés dans un délai maximum de 15 jours à compter de
la date de leur dépôt.
Le comité peut également se réunir pour étudier les
questions et soulever les problématiques en suspens concernant
les dossiers de demandes d'appui, ainsi que pour délibérer sur
les axes prioritaires se rapportant au plan d'action annuel du
fonds.
Chapitre IV",Environnement,"Environnement=3, Administratif=1, Fiscal=0",Administratif,False,
154,BO_7454_Fr,23,fr,"Est abrogé le décret n° 2-05-1484 du 20 kaada
1426 (22 décembre 2005) relatif à la composition et aux
modalités de fonctionnement du comité interministériel
chargé de l'examen des projets soumis au financement du
« Fonds de modernisation de l'administration publique ».
Suivi et contrôle des projets et opérations d'appui",Administratif,"Administratif=1, Fiscal=0, Social=0",Administratif,False,
155,BO_7454_Fr,17,fr,"L'autorité gouvernementale chargée de la
transition numérique et de la réforme de l'administration
peut réaliser des enquêtes sur terrain pour contrôler les
étapes de réalisation des projets et opérations objet de la
demande d'appui, ainsi que les modalités de mise en œuvre
de la convention conclue.",Administratif,"Administratif=1, Pénal=1, Fiscal=0",Administratif,False,
156,BO_7454_Fr,24,fr,"La ministre déléguée auprès du chef du
gouvernement chargée de la transition numérique et de la
réforme de l'administration et le ministre délégué auprès de
la ministre de l'économie et des finances, chargé du budget
sont chargés, chacun en ce qui le concerne, de l'exécution du
présent décret, qui entre en vigueur à compter de la date de
sa publication au Bulletin officiel.",Administratif,"Administratif=1, Fiscal=0, Social=0",Administratif,False,
157,BO_7454_Fr,18,fr,"Les acteurs doivent établir des rapports
d'étapes à chaque étape de réalisation des projets et opérations
objet de la demande d'appui du fonds selon la convention
conclue, et soumettre un rapport final à l'issue de la réalisation
ou de l'achèvement des projets et des opérations concernés.",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Administratif,False,
158,BO_7454_Fr,19,fr,"Les départements ministériels ou institutions,
les collectivités territoriales et les établissements ou
les entreprises publics doivent soumettre à l'autorité
gouvernementale chargée de la transition numérique et de la
réforme de l'administration, dans un délai maximum de six (6)
mois à compter de la date de la réalisation ou de l'achèvement
des projets et opérations, un rapport d'évaluation comportant
notamment :
Le présent décret s'applique aux demandes d'appui du
fonds de modernisation de l'administration publique, d'appui
à la transition numérique et à l'utilisation de l'amazighe
déposées après la date de son entrée en vigueur.
Fait à Rabat, le 17 chaoual 1444 (8 mai 2023).
AZIZ AKHANNOUCH.
– la méthodologie suivie ;
Pour contreseing :
– les ressources humaines, moyens techniques et financiers
La ministre déléguée auprès
du Chef du gouvernement, chargée
déployés ;
– les partenariats établis, le cas échéant ;
de la transition numérique
et de la réforme de l'administration,
– les résultats obtenus ;
– les mesures d'accompagnement proposées.
GHITA MEZZOUR.",Administratif,"Administratif=5, Commercial=1, Fiscal=0",Administratif,False,
159,BO_7454_Fr,20,fr,"Est adressé à l'autorité gouvernementale
chargée de la transition numérique et de la réforme de
l'administration un extrait du rapport comptable sur les projets
et opérations, réalisés par les établissements ou entreprises
publics, le secteur privé, les associations, les coopératives,
les établissements et instituts de formation, bénéficiaires de
l'appui du fonds et soumis au contrôle ou à l'audit interne ou
externe conformément aux textes législatifs et réglementaires
en vigueur.
Le ministre délégué auprès
de la ministre de l'économie
et des finances, chargé du budget,
FOUZI LEKJAA.
Le texte en langue arabe a été publié dans l'édition générale du
« Bulletin officiel » n° 7194 du 20 chaoual 1444 (11 mai 2023).
Nº 7454 – 14 joumada I 1447 (6-11-2025)
Arrêté conjoint de la ministre déléguée auprès du Chef du",Environnement,"Environnement=2, Administratif=1, Commercial=1",Administratif,False,
160,BO_7454_Fr,2,fr,"En application des dispositions de l'article 5
du décret n° 2-23-245 précité, le formulaire des demandes
de candidature pour bénéficier de l'appui remplie par le
demandeur sur la plateforme électronique du Fonds, comporte
les informations suivantes :
gouvernement, chargée de la transition numérique et
de la réforme de l'administration et du ministre délégué
auprès de la ministre de l'économie et des finances,
chargé du budget n° 909-25 du 9 chaoual 1446
(8 avril 2025), fixant les critères, les conditions et la
- le projet ou l'opération et sa description ;
modalité de versement d'appui du Fonds de modernisation
de l'administration publique, d'appui à la transition
numérique et à l'utilisation de l'amazighe concernant les
programmes de modernisation des services publics, de
transformation numérique et d'utilisation de l'amazighe
au profit des départements ministériels ou des institutions,
des collectivités territoriales, des établissements ou
entreprises publics.
- les motifs du choix du projet ou de l'opération ;
- les objectifs du projet ou de l'opération proposé en lien
avec les domaines et axes prioritaires éligibles d'appui ;
- les livrables du projet et les résultats escomptés ;
- les indicateurs quantitatifs et qualitatifs concernant le
projet ou l'opération ;
- la catégorie ciblée, le cas échéant ;
- les phases et le calendrier de réalisation du projet ou de
l'opération ;
La ministre déléguée auprès du chef du gouvernement,
chargée de la transition numérique et de la
- le coût global du projet ou de l'opération avec indication
réforme de l'administration,
Le ministre délégué auprès de la ministre de
du montant à verser ;
- le plan de financement selon les étapes de réalisation ;
l'économie et des finances, chargé du Budget,
- la liste des risques qui peut entraver la mise en œuvre du
Vu la loi de finances n° 50-22 pour l'année budgétaire
2023 promulguée par le dahir n° 1-22-75 du 18 joumada I 1444
(13 décembre 2022) et notamment son article 18 ;
projet ou de l'opération et les modalités de leur gestion ;
- la liste des parties intervenantes dans la réalisation du
projet ou de l'opération, le cas échéant ;
Vu le décret n° 2-23-245 du 17 chaoual 1444 (8 mai
2023) fixant les formes et modalités du versement et d'octroi
de l'appui du Fonds de modernisation de l'administration
publique, d'appui à la transition numérique et à l'utilisation
de l'amazighe, notamment ses articles 3, 5, 11 et 13,
- le responsable de la réalisation du projet ou de l'opération
ainsi que son équipe de travail ;
- le comité chargé de superviser et suivre la réalisation du
projet ou de l'opération, le cas échéant.",Administratif,"Administratif=6, Environnement=3, Social=1",Administratif,False,
161,BO_7454_Fr,3,fr,"Le formulaire des demandes de candidature
prévu à l'article 2 ci-dessus signé par le demandeur, est déposé
selon le cas, accompagné des documents suivants :
ARRÊTENT :",Environnement,"Environnement=1, Fiscal=0, Social=0",Administratif,False,
162,BO_7454_Fr,PREMIER,fr,"En application des dispositions
de l'article 3 du décret n° 2-23-245 du 17 chaoual 1444
(8 mai 2023) susvisé, les conditions et les critères à remplir
dans les projets et opérations proposés par les départements
ministériels et institutions, les collectivités territoriales, les
établissements et entreprises publics, sont fixés comme suit :
- note détaillée du projet ou de l'opération comprenant les
phases de réalisation et les résultats escomptés ;
- fiche précisant les ressources humaines et les moyens
matériels qualifiés pour la réalisation du projet ou
l'opération objet de la demande d'appui ;
- l'adéquation du projet ou de l'opération aux domaines
- impact de la réalisation du projet ou de l'opération à court
et axes prioritaires ;
et moyen terme en ce qui concerne la modernisation de
l'administration et de développement économique et
social, dans le cadre des domaines et axes prioritaires
choisis.
- s'assurer que le projet ou l'opération a des impacts
significatifs sur la modernisation de l'administration
et le développement économique et social ;
- l'alignement du projet ou de l'opération proposée avec
Les demandes déposées par les départements
ministériels et les institutions, les collectivités territoriales,
les établissements et entreprises publics peuvent être
accompagnées par tout autre document que le demandeur
juge nécessaire à la réalisation du projet ou de l'opération.
les orientations stratégiques du demandeur d'appui.
Lors de la sélection des projets et opérations proposés,
il convient de prendre en compte à ce qu'ils soient :
- des projets pilotes ;",Administratif,"Administratif=7, Environnement=3, Commercial=2",Administratif,False,
163,BO_7454_Fr,4,fr,"En application des dispositions de l'article 11
du décret n° 2-23-245 précité, les demandes de versement des
montants d'appui du Fonds sont accompagnées d'un dossier
comprenant les documents et informations suivants :
- innovants ;
- permettant le transfert d'expertise et possibilité de
généralisation ;
- les contrats et conventions conclus dans le cadre du projet
- élaborés dans un cadre participatif entre administrations
ou de l'opération et les autres documents nécessaires
y afférents ;
lorsqu'il s'agit de communs projets ou d'opérations.
Nº 7454 – 14 joumada I 1447 (6-11-2025)
- les documents attestant les montants définitifs pour la
Vu le décret n°2-23-245 du 17 chaoual 1444 (8 mai
2023) fixant les formes et modalités du versement et d'octroi
de l'appui du Fonds de modernisation de l'administration
publique, d'appui à la transition numérique et à l'utilisation
de l'amazighe, notamment ses articles 3, 5, 11 et 13,
réalisation du projet ou de l'opération ;
- l'imputation budgétaire ou le compte bancaire du
demandeur pour le versement de la contribution du
Fonds.
ARRÊTENT :",Environnement,"Environnement=3, Administratif=2, Fiscal=1",Administratif,False,
164,BO_7454_Fr,5,fr,"En application des dispositions de l'article 13
du décret n° 2-23-245 précité, le montant d'appui est fixé
comme suit :",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Administratif,False,
165,BO_7454_Fr,PREMIER,fr,"En application des dispositions de
l'article 3 du décret n° 2-23-245 du 17 chaoual 1444 (8 mai 2023)
susvisé, les conditions et critères à remplir dans les projets et
opérations proposés par le secteur privé et les associations,
les coopératives, les établissements et instituts de formation
dans le cadre des domaines et axes prioritaires publiés sur
la plateforme électronique du Fonds, sont fixés comme suit :
- pour les départements ministériels ou les institutions,
les établissements et entreprises publics dans la limite
d'un plafond de cinq millions (5 000 000) de dirhams,
à concurrence de 60 % du coût global du projet ou de
l'opération ;
- l'adéquation du projet ou de l'opération proposée au
- pour les collectivités territoriales dans la limite d'un
domaine d'activité du demandeur d'appui ;
plafond de deux millions (2 000 000) de dirhams, à
concurrence de 80 % du coût globale du projet ou de
l'opération.
- avoir une expertise et une expérience professionnelle
liées au projet ou à l'opération proposé ;",Administratif,"Administratif=2, Commercial=1, Environnement=1",Administratif,False,
166,BO_7454_Fr,6,fr,"Le présent arrêté conjoint sera publié au
Bulletin officiel.
- s'assurer, selon le cas, que le projet ou l'opération
proposé a des impacts significatifs sur le développement
économique et social dans le cadre des domaines et axes
prioritaires choisis ;
Rabat, le 9 chaoual 1446 (8 avril 2025).
La ministre déléguée
- avoir les moyens matériels et techniques ou scientifiques,
auprès du Chef du
gouvernement, chargée de
le cas échéant, qui permettent la réalisation du projet
ou de l'opération objet de la demande d'appui.
la transition numérique
Le ministre délégué auprès de
la ministre de l'économie et des
et de la réforme de",Environnement,"Environnement=1, Fiscal=0, Social=0",Administratif,False,
167,BO_7454_Fr,2,fr,"En application des dispositions de l'article 5
du décret n° 2-23-245 précité, le formulaire des demandes
de candidature pour bénéficier de l'appui remplie par le
demandeur sur la plateforme électronique du Fonds, comporte
les informations suivantes :
l'administration,
AMAL EL FALLAH.
finances, chargé du budget,
FOUZI LEKJAA.
Le texte en langue arabe a été publié dans l'édition générale du
« Bulletin officiel » n° 7420 du 14 moharrem 1447 (10 juillet 2025).
- le projet ou l'opération et sa description ;
- les motifs du choix du projet ou de l'opération ;
Arrêté conjoint de la ministre déléguée auprès du Chef du
- les objectifs du projet ou de l'opération proposé en lien
gouvernement, chargée de la transition numérique et de la
réforme de l'administration et du ministre délégué auprès
de la ministre de l' économie et des finances, chargé du
budget n° 910-25 du 9 chaoual 1446 (8 avril 2025), fixant
les critères, les conditions et les modalités de versement
d'appui du Fonds de modernisation de l'administration
publique, d'appui à la transition numérique et à
l'utilisation de l'amazighe concernant les programmes de
transformation numérique et d'utilisation de l'amazighe au
profit du secteur privé, des associations, des coopératives
et des établissements et instituts de formation.
avec les domaines et axes prioritaires choisis ;
- les livrables du projet et les résultats escomptés ;
- les indicateurs quantitatifs et qualitatifs concernant le
projet ou l'opération ;
- la catégorie ciblée, le cas échéant ;
- les phases et le calendrier de réalisation du projet ou de
l'opération ;
- le coût global du projet ou de l'opération avec indication
du montant à verser par le porteur du projet ou de
l'opération ;
La ministre déléguée auprès du chef du gouvernement,
- le plan de financement selon les étapes de réalisation ;
chargée de la transition numérique et de la
- la liste des risques qui peut entraver la mise en œuvre du
réforme de l'administration,
Le ministre délégué auprès de la ministre de
projet ou de l'opération et les modalités de leur gestion ;
- la liste des parties intervenantes dans la réalisation du
l'économie et des finances, chargé du Budget,
projet ou de l'opération, le cas échéant ;
Vu la loi de finances n° 50-22 pour l'année budgétaire
2023 promulguée par le dahir n° 1-22-75 du 18 joumada I 1444
(13 décembre 2022) et notamment son article 18 ;
- le responsable de la réalisation du projet ou de l'opération
ainsi que son équipe de travail ;
Nº 7454 – 14 joumada I 1447 (6-11-2025)
- le comité chargé de superviser et de suivre la réalisation
- copie des rapports moral et financier au titre de la
du projet ou de l'opération, le cas échéant ;
dernière année ;
- la liste des projets réalisés par le demandeur en lien
- la liste des projets réalisés par le demandeur en lien
avec le projet ou l'opération proposé et les documents
justificatifs y afférents ;
avec le projet ou l'opération proposé et ses documents
justificatifs, le cas échéant ;
- la déclaration, le cas échéant d'avoir bénéficié, d'un autre
- fiche précisant les ressources humaines et les moyens
appui au profit du projet, en indiquant le cadre de son
octroi et en précisant la partie concernée par ledit appui
du projet.
matériels et techniques ou scientifiques, le cas échéant
qui permet au demandeur de réaliser le projet ou
l'opération objet de la demande d'appui ;",Administratif,"Administratif=4, Environnement=3, Social=1",Administratif,False,
168,BO_7454_Fr,3,fr,"Le formulaire de demandes de candidature
prévu à l'article 2 ci-dessus, signé par le demandeur, est déposé,
selon le cas et accompagné des documents suivants :
- impact de la réalisation du projet ou de l'opération à court
et moyen terme en ce qui concerne le développement
économique et social, dans le cadre des domaines et
axes prioritaires choisis.
1 - Pour le secteur privé et les établissements et instituts
de formation :
- certificat d'immatriculation au registre de commerce
Les demandes déposées par le secteur privé, et les
établissements et instituts de formation, les associations et
les coopératives peuvent être accompagnées par tout autre
document que le demandeur juge nécessaire à la réalisation
du projet ou de l'opération.
pour les personnes morales assujetties à l'obligation
d'immatriculation au registre de commerce conformément
à la législation en vigueur ;
- quitus fiscal ;
- attestation du chiffre d'affaires, le cas échéant ;",Environnement,"Environnement=4, Commercial=2, Fiscal=1",Administratif,False,
169,BO_7454_Fr,4,fr,"En application des dispositions de l'article 11
du décret n° 2-23-245 précité, les demandes de versement des
montants d'appui du Fonds sont accompagnées par un dossier
comprenant les documents et informations suivants :
- attestation délivrée par la caisse nationale de sécurité
sociale attestant que le demandeur est en situation
régulière, ne dépassant pas un (1) an avant la date de
dépôt de la demande ;
- les contrats et conventions conclus dans le cadre du
- copie des statuts, le cas échéant ;
projet ou de l'opération, ainsi que les autres documents
nécessaires y afférents ;
- un document attestant que la procuration est octroyée
à une personne ou plusieurs pour représenter le
demandeur et une copie des documents attestant leur
identité ;
- les documents attestant l'achèvement ou de la réalisation
du projet ou de l'opération ;
- l'acte d'engagement du demandeur ou de son représentant
- fiche précisant les ressources humaines et les moyens
matériels, techniques ou scientifiques, le cas échéant qui
permet au demandeur de réaliser le projet ou l'opération
objet de la demande d'appui ;
légal à préserver les réalisations objet de la demande
d'appui pendant une durée minimale de cinq (5) ans à
compter de la date d'achèvement ou de réalisation des
projets et opérations objet d'appui.
- impact de la réalisation du projet ou de l'opération à court
et moyen terme en ce qui concerne le développement
économique et social, dans le cadre des domaines et
axes prioritaires choisis.
- relevé d'identité bancaire (RIB) du demandeur d'appui.",Environnement,"Environnement=3, Civil=1, Fiscal=0",Administratif,False,
170,BO_7454_Fr,5,fr,"En application des dispositions de l'article 13
du décret n° 2-23-245 précité, le montant d'appui est fixé dans
la limite d'un plafond de deux millions (2 000 000) de dirhams,
n'excédant pas 80 % du coût global du projet ou de l'opération.
2 - Pour les associations et les coopératives :
- copie des statuts de l'association ;
- copie des statuts de la coopérative ;",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Administratif,False,
